unigram	count	topics_list_with_scores
nextpart	6	[(1.0, 0)]
discourage	10	[(1.0, 5)]
looked	94	[(0.425531914893617, 6), (0.2978723404255319, 8), (0.10638297872340426, 2), (0.09574468085106383, 5), (0.07446808510638298, 3)]
sierra	9	[(0.6666666666666666, 8), (0.3333333333333333, 4)]
niej	11	[(1.0, 0)]
kerridge	10	[(1.0, 1)]
planning	260	[(0.5653846153846154, 7), (0.13846153846153847, 3), (0.10384615384615385, 2), (0.08846153846153847, 1), (0.06153846153846154, 4), (0.04230769230769231, 8)]
democrats	18	[(1.0, 8)]
dorothy	66	[(0.6666666666666666, 3), (0.3333333333333333, 4)]
unanimously	9	[(1.0, 5)]
mugs	9	[(0.8888888888888888, 7), (0.1111111111111111, 8)]
lay-offs	8	[(1.0, 9)]
mccarty/lon/ect@ect	8	[(0.5, 9), (0.5, 4)]
brain	17	[(0.5294117647058824, 1), (0.23529411764705882, 5), (0.23529411764705882, 3)]
dan.mccairns@bhlp.com	16	[(1.0, 4)]
osler	6	[(1.0, 6)]
kathy@stat.rice.edu	6	[(1.0, 3)]
kimberlain/enron@enronxgate	10	[(1.0, 2)]
landry	6	[(1.0, 8)]
diverge	12	[(1.0, 2)]
weighing	10	[(1.0, 9)]
kelly/hou/ect@ect	8	[(1.0, 4)]
commands	60	[(1.0, 5)]
budgeting	6	[(1.0, 6)]
staude	30	[(1.0, 1)]
willow	14	[(1.0, 9)]
illiquid	11	[(0.5454545454545454, 6), (0.45454545454545453, 7)]
subscribe	238	[(0.7058823529411765, 5), (0.21428571428571427, 1), (0.07983193277310924, 8)]
respect	82	[(0.45121951219512196, 8), (0.34146341463414637, 6), (0.2073170731707317, 3)]
tutor	11	[(0.9090909090909091, 8), (0.09090909090909091, 9)]
geehrter	8	[(1.0, 4)]
sufficient	83	[(0.43373493975903615, 6), (0.3253012048192771, 3), (0.24096385542168675, 5)]
brochure.doc	11	[(1.0, 7)]
depreciation	14	[(1.0, 8)]
kaminski/wincenty	20	[(1.0, 8)]
layer	8	[(1.0, 5)]
avi	16	[(0.875, 9), (0.125, 0)]
dual	7	[(0.5714285714285714, 1), (0.42857142857142855, 9)]
ave	36	[(0.4166666666666667, 7), (0.4166666666666667, 5), (0.16666666666666666, 3)]
avg	14	[(0.5714285714285714, 8), (0.42857142857142855, 6)]
co-chair	22	[(0.8636363636363636, 3), (0.13636363636363635, 8)]
coal-fired	6	[(1.0, 5)]
cross	62	[(0.3387096774193548, 6), (0.25806451612903225, 7), (0.22580645161290322, 8), (0.1774193548387097, 5)]
member	242	[(0.4793388429752066, 1), (0.1859504132231405, 3), (0.16942148760330578, 7), (0.1652892561983471, 8)]
glratt@rice.edu	9	[(1.0, 0)]
castillo	6	[(1.0, 9)]
residing	6	[(1.0, 8)]
newsdesk	12	[(1.0, 8)]
definately	6	[(1.0, 2)]
nancy's	10	[(1.0, 5)]
refineries	6	[(1.0, 5)]
zadorozhny/hou/ect@ect	14	[(1.0, 2)]
anshuman	121	[(1.0, 9)]
energy-america	6	[(1.0, 0)]
taliban	8	[(1.0, 8)]
routinely	7	[(1.0, 8)]
mfg	14	[(1.0, 2)]
miertschin/hou/ect@ect	20	[(1.0, 9)]
fishing	6	[(0.6666666666666666, 1), (0.3333333333333333, 6)]
rapid	23	[(0.8695652173913043, 5), (0.13043478260869565, 2)]
preprint	16	[(1.0, 1)]
capabilities	95	[(0.30526315789473685, 9), (0.30526315789473685, 5), (0.2631578947368421, 1), (0.12631578947368421, 0)]
nicki	49	[(1.0, 9)]
myth	5	[(0.6, 8), (0.4, 4)]
who's	32	[(0.375, 8), (0.375, 3), (0.25, 5)]
kellogg	10	[(1.0, 7)]
presume	9	[(1.0, 6)]
who'd	7	[(1.0, 8)]
helpful	140	[(0.32857142857142857, 3), (0.24285714285714285, 6), (0.2357142857142857, 7), (0.11428571428571428, 4), (0.07857142857142857, 8)]
unsuccessful	6	[(1.0, 8)]
iris.mack@enron.com	9	[(1.0, 2)]
growth	243	[(0.588477366255144, 5), (0.20987654320987653, 1), (0.1646090534979424, 8), (0.037037037037037035, 9)]
volunteered	6	[(1.0, 9)]
billio	8	[(1.0, 1)]
mines	5	[(1.0, 0)]
bosses	23	[(1.0, 8)]
sbrush	8	[(1.0, 4)]
iijournals	18	[(1.0, 1)]
analysed	8	[(1.0, 6)]
analyses	73	[(0.726027397260274, 6), (0.1780821917808219, 5), (0.0958904109589041, 3)]
mccarty	10	[(1.0, 4)]
http://security.debian.org/dists/stable/updates/main/source/ntop	6	[(1.0, 5)]
raise	76	[(0.5, 8), (0.2236842105263158, 5), (0.19736842105263158, 4), (0.07894736842105263, 9)]
extension	89	[(0.33707865168539325, 2), (0.21348314606741572, 5), (0.15730337078651685, 6), (0.14606741573033707, 9), (0.14606741573033707, 8)]
column	90	[(0.4111111111111111, 2), (0.3, 6), (0.2222222222222222, 8), (0.06666666666666667, 4)]
urged	14	[(1.0, 5)]
zipter/hou/ect@ect	10	[(1.0, 2)]
christian's	7	[(0.7142857142857143, 6), (0.14285714285714285, 7), (0.14285714285714285, 3)]
urges	5	[(1.0, 5)]
owe	34	[(0.5, 6), (0.29411764705882354, 0), (0.20588235294117646, 8)]
sayrak	11	[(1.0, 9)]
mooney/lon/ect@ect	8	[(1.0, 4)]
texaco	10	[(1.0, 7)]
apps	6	[(1.0, 2)]
smoothing	21	[(0.9047619047619048, 6), (0.09523809523809523, 8)]
continental	95	[(0.4842105263157895, 7), (0.16842105263157894, 0), (0.12631578947368421, 8), (0.12631578947368421, 5), (0.09473684210526316, 9)]
cygnifi	12	[(1.0, 1)]
certificate	40	[(1.0, 8)]
triggered	14	[(1.0, 1)]
shane	175	[(0.8228571428571428, 2), (0.17714285714285713, 3)]
gobel@enron	14	[(1.0, 4)]
record	73	[(0.4246575342465753, 8), (0.3424657534246575, 5), (0.2328767123287671, 1)]
demonstrate	32	[(0.4375, 6), (0.375, 3), (0.1875, 8)]
farnsworth	12	[(1.0, 7)]
visitor's	9	[(1.0, 9)]
cason	24	[(1.0, 2)]
contacting	129	[(0.813953488372093, 3), (0.10852713178294573, 2), (0.07751937984496124, 0)]
groscrand/corp/enron@enron	10	[(1.0, 4)]
subroto	6	[(1.0, 1)]
priced	34	[(0.6764705882352942, 8), (0.20588235294117646, 6), (0.11764705882352941, 5)]
newsclips	12	[(1.0, 8)]
jewel	8	[(0.75, 4), (0.25, 8)]
rodriguez/enron_development@enron_development	7	[(1.0, 4)]
electrabel	15	[(1.0, 1)]
surbey/lon/ect	10	[(1.0, 6)]
sandrajackson@cmc.aust.com	6	[(0.6666666666666666, 3), (0.3333333333333333, 4)]
preface	34	[(1.0, 6)]
cyprus	44	[(1.0, 7)]
cox@enron	6	[(1.0, 2)]
aram.sogomonian@pacificorp.com	12	[(0.75, 3), (0.25, 4)]
propane	16	[(0.5625, 6), (0.4375, 5)]
hess/lon/ect@ect	8	[(0.5, 8), (0.5, 4)]
off-take	12	[(1.0, 8)]
hdafs	10	[(1.0, 6)]
basics	52	[(0.4423076923076923, 9), (0.28846153846153844, 5), (0.2692307692307692, 2)]
coventry	8	[(0.75, 8), (0.25, 4)]
karin.s.thorburn@dartmouth.edu	8	[(1.0, 9)]
commented	11	[(1.0, 8)]
pitbull@wt.net	8	[(1.0, 4)]
jettke@rice.edu	12	[(1.0, 0)]
specially	10	[(0.7, 5), (0.3, 6)]
eupenn	16	[(1.0, 7)]
bonuses	11	[(0.5454545454545454, 8), (0.45454545454545453, 2)]
pioneering	9	[(0.7777777777777778, 5), (0.2222222222222222, 1)]
baughman/hou/ect@ect	10	[(1.0, 9)]
atel	17	[(1.0, 1)]
e-mail(or	6	[(1.0, 8)]
culp	6	[(1.0, 9)]
elaborate	13	[(0.9230769230769231, 6), (0.07692307692307693, 1)]
karin	11	[(0.7272727272727273, 9), (0.2727272727272727, 2)]
pjm's	13	[(1.0, 5)]
missing	70	[(0.35714285714285715, 7), (0.2857142857142857, 1), (0.22857142857142856, 6), (0.12857142857142856, 8)]
criticism	16	[(1.0, 8)]
dgweir@iegsearch.com	6	[(1.0, 1)]
replace	43	[(0.6046511627906976, 1), (0.3023255813953488, 5), (0.09302325581395349, 0)]
in-addr.arpa	6	[(1.0, 0)]
derivatives	1091	[(0.6516956920256646, 1), (0.27131072410632445, 6), (0.04032997250229148, 3), (0.035747021081576534, 7), (0.0009165902841429881, 0)]
browse	13	[(0.9230769230769231, 1), (0.07692307692307693, 8)]
asayrak@katz.pitt.edu	15	[(1.0, 9)]
gibner/hou/ect	56	[(0.39285714285714285, 3), (0.39285714285714285, 2), (0.21428571428571427, 6)]
symphony	6	[(0.6666666666666666, 7), (0.3333333333333333, 0)]
strike	45	[(0.8888888888888888, 6), (0.1111111111111111, 8)]
m.sc	14	[(1.0, 3)]
paperwork	12	[(0.5833333333333334, 9), (0.4166666666666667, 2)]
standardized	9	[(1.0, 5)]
shdh	48	[(1.0, 7)]
seleznov	12	[(1.0, 9)]
encountered	13	[(0.9230769230769231, 5), (0.07692307692307693, 0)]
neubauer/et&s/enron@enron	12	[(1.0, 9)]
pursue	67	[(0.43283582089552236, 3), (0.3283582089552239, 6), (0.23880597014925373, 9)]
revenues	58	[(0.8275862068965517, 8), (0.1724137931034483, 1)]
czy	83	[(1.0, 0)]
currency	34	[(0.8529411764705882, 8), (0.14705882352941177, 2)]
caution	49	[(0.7142857142857143, 8), (0.2857142857142857, 4)]
feature	104	[(0.3942307692307692, 1), (0.2403846153846154, 8), (0.1346153846153846, 5), (0.125, 3), (0.07692307692307693, 6), (0.028846153846153848, 0)]
utilise	16	[(0.8125, 0), (0.1875, 4)]
typed	8	[(0.5, 8), (0.5, 2)]
cthomso@ppco.com	8	[(1.0, 0)]
goodnews@news-review.co.uk	6	[(1.0, 5)]
types	111	[(0.5045045045045045, 6), (0.27927927927927926, 5), (0.14414414414414414, 3), (0.07207207207207207, 8)]
ostdiek	47	[(1.0, 7)]
mailto:addresschg@ssrn.com	6	[(1.0, 1)]
deutsche	49	[(1.0, 1)]
benhamou	8	[(1.0, 1)]
bibi/hou/ect@ect	36	[(0.75, 4), (0.25, 9)]
speach	6	[(1.0, 7)]
owens	6	[(0.6666666666666666, 5), (0.3333333333333333, 4)]
audrau@yahoo.com	22	[(1.0, 0)]
easier	71	[(0.3380281690140845, 8), (0.323943661971831, 3), (0.2112676056338028, 6), (0.1267605633802817, 0)]
perlman/hou/ect@ect	45	[(0.7333333333333333, 9), (0.26666666666666666, 4)]
schools	47	[(0.6382978723404256, 3), (0.3617021276595745, 7)]
lillian	9	[(1.0, 4)]
series	375	[(0.224, 7), (0.21866666666666668, 1), (0.19733333333333333, 6), (0.168, 3), (0.12266666666666666, 9), (0.06933333333333333, 5)]
activeshield	9	[(1.0, 5)]
przesylce	8	[(1.0, 0)]
hejka	9	[(1.0, 4)]
keys	28	[(0.5714285714285714, 9), (0.25, 5), (0.17857142857142858, 8)]
for-profit	5	[(0.6, 0), (0.4, 1)]
problem-solving	6	[(1.0, 3)]
usaee	18	[(1.0, 7)]
foundation	45	[(0.5111111111111111, 7), (0.4888888888888889, 8)]
hanks/lon/ect@ect	6	[(1.0, 5)]
hassett	6	[(1.0, 8)]
conferencji	6	[(1.0, 0)]
sewanee	6	[(1.0, 2)]
kleindorfer	42	[(1.0, 7)]
enormous	29	[(0.7931034482758621, 8), (0.20689655172413793, 4)]
shipper	6	[(1.0, 8)]
silicon	15	[(0.7333333333333333, 5), (0.26666666666666666, 1)]
seade	6	[(1.0, 3)]
shipped	24	[(0.4166666666666667, 9), (0.375, 5), (0.20833333333333334, 6)]
speedy	8	[(0.5, 5), (0.5, 2)]
speeds	8	[(1.0, 5)]
channels	20	[(0.8, 5), (0.2, 8)]
langston	14	[(1.0, 2)]
clarity	16	[(1.0, 8)]
port/market	36	[(0.5277777777777778, 2), (0.4722222222222222, 6)]
lawsuits	28	[(1.0, 8)]
hypothetical	9	[(0.6666666666666666, 4), (0.3333333333333333, 6)]
http://www.nwfusion.com/reviews	5	[(1.0, 5)]
varnell/na/enron@enron	8	[(1.0, 4)]
showed	34	[(0.6764705882352942, 8), (0.3235294117647059, 9)]
illiquidity	18	[(1.0, 6)]
sycamore	10	[(1.0, 4)]
tree	59	[(0.864406779661017, 6), (0.13559322033898305, 8)]
project	1325	[(0.27849056603773586, 7), (0.1758490566037736, 8), (0.16981132075471697, 9), (0.16075471698113208, 6), (0.09433962264150944, 4), (0.07245283018867925, 3), (0.03018867924528302, 5), (0.018113207547169812, 1)]
tion	10	[(0.6, 4), (0.4, 0)]
gibson/corp/enron@enron	6	[(1.0, 4)]
willingness	17	[(0.5882352941176471, 1), (0.35294117647058826, 7), (0.058823529411764705, 8)]
runprog	6	[(1.0, 5)]
shimko	10	[(0.8, 7), (0.2, 4)]
conf-ny@msn.com	28	[(1.0, 1)]
connelly	13	[(1.0, 9)]
recommended	81	[(0.5679012345679012, 3), (0.2222222222222222, 1), (0.20987654320987653, 8)]
doors	19	[(0.6842105263157895, 8), (0.3157894736842105, 7)]
wells	58	[(0.5862068965517241, 3), (0.41379310344827586, 7)]
entry	24	[(0.6666666666666666, 8), (0.3333333333333333, 0)]
powertm	8	[(1.0, 5)]
camp	6	[(1.0, 8)]
treasuries	23	[(1.0, 6)]
meetings	242	[(0.33884297520661155, 7), (0.18181818181818182, 2), (0.16115702479338842, 3), (0.14049586776859505, 9), (0.11570247933884298, 8), (0.06198347107438017, 1)]
bruce/na/enron@enron	6	[(1.0, 3)]
fingers	8	[(1.0, 8)]
reschedule	39	[(0.8205128205128205, 7), (0.1794871794871795, 2)]
participate	241	[(0.6680497925311203, 7), (0.17427385892116182, 3), (0.15352697095435686, 5), (0.004149377593360996, 4)]
abreast	8	[(1.0, 5)]
lessons	25	[(0.68, 1), (0.24, 8), (0.08, 5)]
layout	8	[(1.0, 2)]
pcp@pop.ruf.rice.edu	6	[(1.0, 4)]
champaign	5	[(1.0, 1)]
gwillard@mit.edu	11	[(1.0, 9)]
pocket	13	[(1.0, 8)]
sama@dynergy.com	7	[(1.0, 0)]
mulong	51	[(1.0, 6)]
mercator	6	[(1.0, 1)]
transferred	31	[(0.45161290322580644, 2), (0.3225806451612903, 8), (0.22580645161290322, 9)]
resigned	11	[(0.8181818181818182, 2), (0.18181818181818182, 8)]
pressures	20	[(1.0, 5)]
nationwide	22	[(0.5454545454545454, 6), (0.45454545454545453, 8)]
http://people.ft.com/ft/gx.cgi/ftc?pagename	12	[(1.0, 5)]
debt	146	[(0.5821917808219178, 8), (0.3356164383561644, 1), (0.0821917808219178, 3)]
fiis	5	[(1.0, 8)]
country	196	[(0.5306122448979592, 8), (0.23469387755102042, 1), (0.1683673469387755, 3), (0.0663265306122449, 5)]
edgar	55	[(1.0, 8)]
planned	99	[(0.3333333333333333, 1), (0.20202020202020202, 5), (0.1717171717171717, 3), (0.16161616161616163, 9), (0.13131313131313133, 8)]
logic	11	[(0.6363636363636364, 8), (0.36363636363636365, 6)]
login	57	[(1.0, 5)]
argue	27	[(0.5185185185185185, 1), (0.48148148148148145, 8)]
contentious	10	[(0.6, 6), (0.4, 5)]
danilov/lon/ect@ect	14	[(1.0, 6)]
subsidy	5	[(1.0, 8)]
stadium	12	[(0.5833333333333334, 8), (0.4166666666666667, 7)]
privilege	23	[(0.6521739130434783, 2), (0.17391304347826086, 5), (0.17391304347826086, 3)]
dots	16	[(1.0, 8)]
graphical	9	[(1.0, 5)]
worker	14	[(1.0, 5)]
i's	9	[(1.0, 9)]
worked	210	[(0.45714285714285713, 3), (0.3238095238095238, 6), (0.20476190476190476, 8), (0.014285714285714285, 5)]
unit's	5	[(1.0, 1)]
elicit	5	[(1.0, 7)]
anticipating	6	[(0.8333333333333334, 8), (0.16666666666666666, 5)]
damaged	6	[(1.0, 8)]
sz.pana	6	[(1.0, 0)]
damages	6	[(1.0, 2)]
elliott	31	[(1.0, 7)]
mailer	12	[(0.8333333333333334, 1), (0.16666666666666666, 6)]
european	273	[(0.6263736263736264, 1), (0.2271062271062271, 6), (0.08424908424908426, 0), (0.06227106227106227, 5)]
breathitt	22	[(1.0, 5)]
ckcrews@swbell.net	16	[(1.0, 0)]
parker/lon/ect@ect	29	[(1.0, 9)]
lucas	28	[(0.9642857142857143, 2), (0.03571428571428571, 8)]
crenshaw/hou/ect@ect	526	[(0.6596958174904943, 2), (0.15399239543726237, 7), (0.11026615969581749, 9), (0.07604562737642585, 4)]
simulated	34	[(0.7058823529411765, 6), (0.29411764705882354, 0)]
quantitative	244	[(0.39344262295081966, 3), (0.3319672131147541, 1), (0.14754098360655737, 4), (0.12704918032786885, 6)]
overcoming	8	[(1.0, 7)]
previous	205	[(0.28292682926829266, 1), (0.21951219512195122, 3), (0.1951219512195122, 5), (0.16097560975609757, 6), (0.12682926829268293, 8), (0.014634146341463415, 2)]
bnp	131	[(0.7709923664122137, 0), (0.22900763358778625, 1)]
intermediation	17	[(1.0, 1)]
lynna	6	[(1.0, 9)]
desire	63	[(0.38095238095238093, 8), (0.3492063492063492, 2), (0.2698412698412698, 3)]
psychological	6	[(1.0, 5)]
creek	19	[(0.7368421052631579, 7), (0.15789473684210525, 5), (0.10526315789473684, 1)]
lock-in	18	[(1.0, 9)]
consultants	59	[(0.4576271186440678, 6), (0.3220338983050847, 1), (0.22033898305084745, 5)]
harassment	12	[(1.0, 8)]
enemies	10	[(1.0, 8)]
indexswap	10	[(1.0, 9)]
daddy	5	[(1.0, 2)]
contributing	24	[(0.4583333333333333, 5), (0.4166666666666667, 1), (0.125, 4)]
novellnetware@bdcimail.com	10	[(1.0, 5)]
stefan	6	[(1.0, 4)]
mcvicker/hou/ees@ees	8	[(1.0, 4)]
terry_maness@baylor.edu	6	[(1.0, 3)]
losing	26	[(0.9615384615384616, 8), (0.038461538461538464, 7)]
memorable	17	[(1.0, 1)]
faltinsen	10	[(1.0, 7)]
entrants	11	[(0.5454545454545454, 5), (0.45454545454545453, 9)]
annualized	19	[(1.0, 6)]
petroleumworld	43	[(1.0, 0)]
raised	60	[(0.4166666666666667, 8), (0.3333333333333333, 5), (0.25, 1)]
facility	94	[(0.35106382978723405, 9), (0.3404255319148936, 5), (0.22340425531914893, 1), (0.0851063829787234, 8)]
sol	7	[(0.7142857142857143, 7), (0.2857142857142857, 9)]
son	141	[(0.6524822695035462, 3), (0.20567375886524822, 0), (0.07092198581560284, 8), (0.07092198581560284, 2)]
thankful	13	[(1.0, 9)]
sos	16	[(1.0, 8)]
magazines	20	[(0.7, 8), (0.3, 1)]
raises	18	[(1.0, 8)]
davis/enron@enronxgate	11	[(0.8181818181818182, 2), (0.18181818181818182, 3)]
wrap	19	[(0.6842105263157895, 2), (0.3157894736842105, 1)]
www.enron.benefitsnow.com	6	[(1.0, 8)]
support	634	[(0.2870662460567823, 9), (0.21608832807570977, 5), (0.1167192429022082, 8), (0.11198738170347003, 3), (0.10094637223974763, 6), (0.08990536277602523, 7), (0.07728706624605679, 1)]
constantly	36	[(0.6666666666666666, 1), (0.3333333333333333, 8)]
nova	11	[(1.0, 5)]
authorized	94	[(0.8829787234042553, 2), (0.11702127659574468, 8)]
resulted	19	[(0.6842105263157895, 1), (0.3157894736842105, 5)]
on-line	64	[(0.546875, 5), (0.265625, 7), (0.1875, 1)]
launching	18	[(0.6111111111111112, 1), (0.3888888888888889, 5)]
back	1128	[(0.28900709219858156, 3), (0.20212765957446807, 7), (0.1950354609929078, 8), (0.12677304964539007, 6), (0.06826241134751773, 5), (0.06826241134751773, 2), (0.05053191489361702, 1)]
inside	86	[(0.5465116279069767, 8), (0.2558139534883721, 5), (0.19767441860465115, 2)]
devices	50	[(1.0, 5)]
kohli	102	[(0.7450980392156863, 2), (0.17647058823529413, 8), (0.058823529411764705, 9), (0.0196078431372549, 5)]
edgar-online.com	6	[(1.0, 8)]
puerto	6	[(1.0, 1)]
implications	75	[(0.5866666666666667, 1), (0.26666666666666666, 5), (0.13333333333333333, 8), (0.013333333333333334, 4)]
disclosing	8	[(1.0, 9)]
textbook	10	[(1.0, 6)]
negotiations	41	[(0.7560975609756098, 8), (0.24390243902439024, 5)]
models	713	[(0.8863955119214586, 6), (0.11360448807854137, 1)]
calspreadopt	10	[(1.0, 9)]
nesa/hea	11	[(1.0, 7)]
modeli	6	[(1.0, 0)]
hurt	9	[(1.0, 8)]
contacts	75	[(0.4266666666666667, 7), (0.25333333333333335, 0), (0.2, 9), (0.09333333333333334, 8), (0.02666666666666667, 3)]
pet	7	[(1.0, 1)]
ted	220	[(0.4090909090909091, 9), (0.36818181818181817, 6), (0.22272727272727272, 4)]
doctor	18	[(1.0, 8)]
sekse/ny/ect@ect	26	[(0.6923076923076923, 9), (0.3076923076923077, 4)]
midst	19	[(0.5789473684210527, 8), (0.42105263157894735, 4)]
adnan	6	[(1.0, 3)]
poore	10	[(1.0, 8)]
eric_lundquist@sonat.com	8	[(1.0, 4)]
reverting	27	[(1.0, 6)]
wharton	439	[(0.9225512528473804, 7), (0.0774487471526196, 1)]
lrp	24	[(1.0, 5)]
energii	12	[(1.0, 0)]
spatt	12	[(1.0, 3)]
venezuela's	17	[(0.8823529411764706, 0), (0.11764705882352941, 5)]
nem	9	[(1.0, 8)]
leave	298	[(0.30201342281879195, 8), (0.18791946308724833, 7), (0.18456375838926176, 6), (0.14093959731543623, 3), (0.10738255033557047, 9), (0.07718120805369127, 2)]
loads	31	[(1.0, 5)]
matchavariani	8	[(1.0, 3)]
sign	223	[(0.4798206278026906, 8), (0.21524663677130046, 6), (0.15246636771300448, 5), (0.08520179372197309, 1), (0.06726457399103139, 0)]
tez	17	[(1.0, 0)]
hewlett-packard	5	[(1.0, 5)]
jeopardy	6	[(1.0, 5)]
academicians	6	[(1.0, 1)]
temperatures	34	[(0.7647058823529411, 5), (0.23529411764705882, 6)]
hannon/enron	24	[(1.0, 4)]
understanding	226	[(0.34513274336283184, 1), (0.3230088495575221, 6), (0.2345132743362832, 3), (0.084070796460177, 9), (0.01327433628318584, 5)]
dincerler/hou/ect@ect	20	[(0.7, 2), (0.3, 6)]
passengers	6	[(1.0, 8)]
telefonu	8	[(1.0, 0)]
brilliant	42	[(0.42857142857142855, 1), (0.40476190476190477, 8), (0.16666666666666666, 3)]
funded	21	[(1.0, 7)]
myers	31	[(0.7096774193548387, 9), (0.2903225806451613, 7)]
tasks	32	[(0.5625, 3), (0.4375, 5)]
pentium	10	[(1.0, 5)]
logical	6	[(0.6666666666666666, 5), (0.3333333333333333, 3)]
bookmarks	8	[(0.875, 1), (0.125, 5)]
road-show.com	14	[(1.0, 1)]
angry	6	[(1.0, 8)]
stefan-jorg	6	[(1.0, 4)]
lenos	84	[(1.0, 7)]
scope	96	[(0.40625, 9), (0.3333333333333333, 1), (0.1875, 6), (0.07291666666666667, 4)]
theoretical	55	[(0.43636363636363634, 6), (0.4, 3), (0.16363636363636364, 1)]
vorlaege	8	[(1.0, 4)]
hotel's	14	[(1.0, 7)]
jurgen	11	[(1.0, 2)]
siebel	34	[(1.0, 9)]
bakar	16	[(0.9375, 3), (0.0625, 2)]
facilitating	15	[(0.9333333333333333, 7), (0.06666666666666667, 6)]
well-know	6	[(1.0, 6)]
melendrez	5	[(1.0, 4)]
osoby	6	[(1.0, 0)]
bob.peebler@halliburton.com	17	[(1.0, 7)]
awesome	5	[(0.8, 6), (0.2, 5)]
stoll	11	[(1.0, 1)]
unveiled	14	[(1.0, 1)]
allowed	76	[(0.3684210526315789, 8), (0.34210526315789475, 5), (0.2894736842105263, 6)]
monitoring	47	[(0.6808510638297872, 5), (0.3191489361702128, 9)]
white/hou/ect@ect	7	[(1.0, 4)]
posey	8	[(1.0, 6)]
optimal	50	[(0.58, 6), (0.32, 1), (0.1, 7)]
x-mailer	100	[(0.89, 0), (0.11, 3)]
revealed	10	[(1.0, 8)]
natural	664	[(0.6581325301204819, 5), (0.125, 9), (0.11746987951807229, 6), (0.06475903614457831, 1), (0.03463855421686747, 3)]
biographical	10	[(1.0, 1)]
steing@conedsolutions.com	6	[(1.0, 2)]
ordinarily	5	[(1.0, 8)]
misplaced	11	[(0.6363636363636364, 3), (0.36363636363636365, 7)]
fred.mitro@enron.com	8	[(1.0, 0)]
http://explorer.msn.com	61	[(0.5245901639344263, 3), (0.3770491803278688, 0), (0.09836065573770492, 8)]
pracujesz	6	[(1.0, 0)]
experiments	27	[(0.7407407407407407, 3), (0.25925925925925924, 6)]
tendency	13	[(0.9230769230769231, 2), (0.07692307692307693, 1)]
avid	8	[(0.75, 3), (0.25, 4)]
overhaul	8	[(1.0, 1)]
internationally	14	[(0.5714285714285714, 1), (0.42857142857142855, 8)]
co-chairs	6	[(1.0, 1)]
nation	31	[(0.5161290322580645, 8), (0.25806451612903225, 4), (0.22580645161290322, 5)]
shouted	8	[(1.0, 8)]
stripswingopt	10	[(1.0, 9)]
establishing	37	[(0.43243243243243246, 1), (0.32432432432432434, 5), (0.24324324324324326, 4)]
verfuegung	8	[(1.0, 4)]
square	18	[(0.6666666666666666, 0), (0.3333333333333333, 7)]
owing	8	[(0.625, 5), (0.375, 6)]
taylor/hou/ect@ect	64	[(0.671875, 9), (0.328125, 4)]
squared	5	[(1.0, 5)]
conomies	8	[(1.0, 0)]
investigation	33	[(0.5757575757575758, 8), (0.42424242424242425, 5)]
cobb	14	[(0.9285714285714286, 6), (0.07142857142857142, 0)]
leur	13	[(1.0, 0)]
disrespect	10	[(1.0, 8)]
mime	12	[(1.0, 5)]
emulation	8	[(0.75, 2), (0.25, 5)]
jhund@mail.utexas.edu	14	[(1.0, 9)]
kollaros	6	[(1.0, 2)]
opec	90	[(0.7222222222222222, 5), (0.2111111111111111, 0), (0.06666666666666667, 9)]
open	521	[(0.30518234165067176, 5), (0.1785028790786948, 8), (0.10748560460652591, 3), (0.10556621880998081, 6), (0.1036468330134357, 7), (0.07677543186180422, 9), (0.061420345489443376, 1), (0.04030710172744722, 2), (0.02111324376199616, 4)]
city	207	[(0.34299516908212563, 1), (0.28502415458937197, 8), (0.1497584541062802, 3), (0.10144927536231885, 5), (0.0966183574879227, 9), (0.024154589371980676, 7)]
bite	8	[(0.5, 8), (0.5, 0)]
citi	25	[(0.8, 7), (0.2, 1)]
mccartney	5	[(1.0, 7)]
fmc	9	[(1.0, 6)]
fma	64	[(1.0, 1)]
screen-based	7	[(1.0, 1)]
jgsmnews@rice.edu	10	[(1.0, 7)]
lucent	49	[(0.7551020408163265, 5), (0.24489795918367346, 6)]
iceberg	7	[(1.0, 8)]
coats	26	[(1.0, 0)]
tendance	6	[(1.0, 0)]
russia	32	[(0.75, 8), (0.25, 5)]
addressing	46	[(0.5652173913043478, 1), (0.43478260869565216, 5)]
argument	37	[(0.8108108108108109, 6), (0.1891891891891892, 8)]
alley	6	[(1.0, 9)]
mesquita	6	[(1.0, 3)]
buried	9	[(1.0, 8)]
allen	58	[(0.8275862068965517, 4), (0.1724137931034483, 9)]
coincide	14	[(1.0, 3)]
average	202	[(0.5099009900990099, 5), (0.2079207920792079, 6), (0.16831683168316833, 8), (0.11386138613861387, 1)]
drive	193	[(0.2694300518134715, 5), (0.26424870466321243, 8), (0.24870466321243523, 7), (0.17098445595854922, 9), (0.046632124352331605, 1)]
liquidity	92	[(1.0, 1)]
laws	31	[(1.0, 8)]
signoff	7	[(1.0, 1)]
lotus	25	[(0.8, 5), (0.2, 0)]
ptufano@hbs.edu	16	[(0.75, 7), (0.25, 0)]
merit	29	[(0.5172413793103449, 5), (0.4827586206896552, 8)]
bright	64	[(0.5625, 3), (0.125, 8), (0.125, 0), (0.109375, 9), (0.078125, 7)]
zeby	12	[(1.0, 0)]
assistant	329	[(0.5045592705167173, 7), (0.3768996960486322, 3), (0.06382978723404255, 6), (0.0547112462006079, 2)]
